#NAME SDSSID RA DEC R_PET R_PET_ERR I_MOD I_MOD_ERR G_MOD G_MOD_ERR N_FIRST FIRST_TOTINTFLUX N_NVSS NVSS_TOTINTFLUX Z QOP ZSOURCE OIII_SN EW_OIII VISCLASS BESTCLASS HI_COMP ZSOURCE_TARGET DISAGREE_GAMA NAME RA_deg DEC_deg W1 W1err W2 W2err W3 W3err W4 W4err
J214903.16-001027.3 587731186189599900 327.26319 -0.17427 28.271 0.647 20.021 0.075 23.447 0.774 1 2.00 0 -99.000 0.73961 4 WiggleZ -1.87 -25.60 Aa LERG 1 1 -1 J214903.16-001027.3 327.263190 -0.174270 15.435 0.042 15.359 0.108 11.830 0.000 8.930 0.000
J214910.12-011358.4 587734303264538979 327.29217 -1.23289 17.208 0.021 16.519 0.007 18.478 0.019 1 8.96 1 18.800 0.25296 5 SDSS 2.46 0.28 NA LERG 1 -1 -1 J214910.12-011358.4 327.292170 -1.232890 13.786 0.027 13.483 0.035 12.312 0.471 8.465 0.000
J214921.55+002605.0 587734305412022596 327.33983 0.43473 16.858 0.013 16.399 0.005 17.880 0.009 1 2.50 1 2.600 0.05000 4 SDSS 15.40 4.11 NA LERG 1 -1 -1 J214921.55+002605.0 327.339830 0.434730 13.582 0.026 13.347 0.031 9.840 0.046 6.917 0.081
J214927.97-010407.7 587734303264538912 327.36656 -1.06882 19.729 0.041 19.508 0.027 19.795 0.023 1 2.34 1 3.300 0.70646 5 WiggleZ .. .. AeB AeB 1 0 -1 J214927.97-010407.7 327.366560 -1.068820 15.199 0.038 14.421 0.052 11.517 0.196 8.420 0.000
J214938.77-004304.3 587734303801475632 327.41155 -0.71786 19.568 0.057 19.124 0.024 21.034 0.069 1 1.00 0 -99.000 0.32992 4 SDSS 1.61 0.67 Aa LERG 1 -1 -1 J214938.77-004304.3 327.411550 -0.717860 15.697 0.047 15.607 0.125 12.566 0.000 8.582 0.000
J214942.28-011455.0 587734303264604413 327.42621 -1.24863 16.256 0.014 15.871 0.004 17.125 0.006 1 3.28 1 2.800 0.06013 5 SDSS 4.89 0.75 NA LERG 1 -1 -1 J214942.28-011455.0 327.426210 -1.248630 13.111 0.024 12.758 0.027 9.145 0.034 7.016 0.093
J214946.80+003547.8 587734305412088089 327.44503 0.59663 17.192 0.011 16.789 0.008 17.745 0.008 1 1.68 0 -99.000 0.16676 4 SDSS 29.40 8.27 NA SF 1 -1 -1 J214946.80+003547.8 327.445030 0.596630 13.937 0.026 13.348 0.033 8.820 0.027 6.684 0.080
J214956.73-001051.9 587731186189664401 327.48638 -0.18109 18.310 0.012 18.342 0.011 18.427 0.009 1 6.86 1 6.700 0.80290 4 WiggleZ .. .. AeB AeB 1 1 -1 J214956.73-001051.9 327.486380 -0.181090 14.943 0.037 13.760 0.037 10.936 0.131 8.598 0.444
J214959.39-011334.7 587734303264605168 327.49746 -1.22631 21.204 0.284 20.141 0.069 22.483 0.302 1 9.57 1 9.000 0.62053 3 WiggleZ 4.04 7.81 Aae HERG 1 1 -1 J214959.39-011334.7 327.497460 -1.226310 15.462 0.044 15.351 0.110 12.432 0.000 8.890 0.000
J215000.10-010524.7 587734303264604902 327.50044 -1.09022 19.736 0.138 18.920 0.027 21.417 0.136 1 3.66 1 4.700 0.44719 3 WiggleZ 1.51 1.32 Aa LERG 1 0 -1 J215000.10-010524.7 327.500440 -1.090220 14.922 0.034 14.727 0.067 11.712 0.000 8.588 0.000
J215000.61-002045.2 587734304338346689 327.50256 -0.34590 19.384 0.096 18.318 0.021 21.008 0.121 4 17.87 1 18.800 0.50495 5 SDSS -1.50 -0.37 Aa LERG 1 -1 -1 J215000.61-002045.2 327.502560 -0.345900 14.461 0.029 14.249 0.049 11.934 0.000 8.533 0.000
J215010.52-001000.6 587731186189729819 327.54384 -0.16685 17.941 0.009 18.025 0.010 18.019 0.008 1 1.59 0 -99.000 0.33482 4 SDSS .. .. AeB AeB 1 -1 -1 J215010.52-001000.6 327.543840 -0.166850 13.825 0.027 12.772 0.026 10.664 0.097 8.744 0.467
J215024.10+010658.9 587731187800342615 327.60044 1.11637 15.527 0.009 14.899 0.003 16.190 0.004 1 1.10 1 2.700 0.05036 5 SDSS 16.70 1.78 NA SF 1 -1 -1 J215024.10+010658.9 327.600440 1.116370 12.235 0.023 12.042 0.022 8.657 0.031 6.374 0.066
J215024.70-005242.7 587731185115988224 327.60293 -0.87855 17.639 0.025 17.075 0.007 18.603 0.013 1 1.37 0 -99.000 0.11074 5 SDSS 187.00 131.00 NA SF 1 -1 -1 J215024.70-005242.7 327.602930 -0.878550 13.654 0.026 12.742 0.026 9.568 0.047 7.021 0.097
J215032.33+003259.2 587734305412153600 327.63474 0.54980 17.174 0.009 16.577 0.006 17.718 0.007 1 0.85 0 -99.000 0.06440 5 SDSS 57.70 10.50 NA SF 1 -1 -1 J215032.33+003259.2 327.634740 0.549800 13.534 0.025 13.200 0.031 8.771 0.028 6.203 0.081
J215038.47+001108.8 587734304875283350 327.66032 0.18579 20.414 0.185 19.550 0.055 22.209 0.297 1 1.63 0 -99.000 0.47360 3 WiggleZ 2.23 4.42 Aa LERG 1 1 -1 J215038.47+001108.8 327.660320 0.185790 15.730 0.048 15.698 0.143 12.030 0.000 8.781 0.000
J215042.34+005443.1 587734305949089967 327.67642 0.91198 13.932 0.003 13.465 0.002 15.067 0.003 1 6.65 1 9.100 0.02832 5 SDSS 4.37 0.59 NA LERG 1 -1 -1 J215042.34+005443.1 327.676420 0.911980 10.877 0.022 10.780 0.020 8.653 0.027 7.027 0.110
J215047.30+001453.3 587731186726666802 327.69710 0.24816 20.901 0.304 19.974 0.043 22.050 0.131 1 0.57 0 -99.000 0.46119 5 WiggleZ 49.30 103.00 Ae HERG 1 1 -1 J215047.30+001453.3 327.697100 0.248160 15.477 0.045 15.014 0.083 11.927 0.000 8.659 0.000
J215117.13+002002.3 587731186726667076 327.82138 0.33399 19.951 0.082 19.587 0.040 20.956 0.065 1 0.82 0 -99.000 0.68729 5 WiggleZ 79.20 167.00 Ae HERG 1 0 -1 J215117.13+002002.3 327.821380 0.333990 14.987 0.035 14.063 0.045 10.630 0.103 7.612 0.195
J215119.17-005144.8 587731185116119809 327.82989 -0.86244 21.375 0.288 19.765 0.064 22.783 0.560 1 36.68 1 38.600 0.59814 3 WiggleZ 1.00 1.20 Aae LERG 1 1 -1 J215119.17-005144.8 327.829890 -0.862440 15.822 0.053 15.716 0.139 12.622 0.000 8.811 0.000
J215127.23-000528.6 587731186189861705 327.86347 -0.09129 20.652 0.201 19.467 0.039 22.436 0.275 2 20.51 1 23.006 0.58421 3 WiggleZ 0.41 0.57 Aa LERG 1 1 -1 J215127.23-000528.6 327.863470 -0.091290 15.300 0.044 15.323 0.105 12.358 0.000 9.026 0.000
J215135.73+004131.7 587731187263603440 327.89889 0.69216 21.369 0.292 19.637 0.046 22.605 0.268 1 1.19 0 -99.000 0.69051 4 WiggleZ 1.01 2.24 Aa LERG 1 1 -1 J215135.73+004131.7 327.898890 0.692160 15.143 0.037 15.088 0.080 12.419 0.000 8.911 0.000
J215148.02+002258.4 587731186726732880 327.95010 0.38291 20.766 0.240 19.642 0.055 22.555 0.335 1 22.00 1 22.700 0.51809 4 WiggleZ 0.21 1.05 Aa LERG 1 1 -1 J215148.02+002258.4 327.950100 0.382910 15.593 0.046 15.704 0.148 12.283 0.000 8.232 0.000
J215158.65-010357.7 587734303264866803 327.99440 -1.06603 19.944 0.092 19.108 0.035 21.455 0.175 1 1.93 0 -99.000 0.47463 4 WiggleZ -0.16 -0.15 Aa LERG 1 1 -1 J215158.65-010357.7 327.994400 -1.066030 15.474 0.044 15.168 0.098 12.601 0.000 9.019 0.000
J215216.61-005021.4 587731185116185282 328.06924 -0.83929 20.623 0.629 19.629 0.046 21.484 0.145 1 2.60 0 -99.000 0.47878 3 WiggleZ 0.87 0.85 Aa LERG 1 1 -1 J215216.61-005021.4 328.069240 -0.839290 15.811 0.049 15.611 0.116 12.820 0.000 9.273 0.000
J215224.32+011107.4 587731187800539466 328.10136 1.18540 18.400 0.035 17.693 0.012 20.051 0.040 1 0.84 0 -99.000 0.32910 5 SDSS 3.60 1.30 NA LERG 1 -1 -1 J215224.32+011107.4 328.101360 1.185400 14.432 0.029 14.151 0.045 12.352 0.509 8.766 0.000
J215226.25-004545.6 587734303801737524 328.10939 -0.76269 16.924 0.033 16.411 0.007 18.194 0.017 1 0.87 0 -99.000 0.17125 5 SDSS 2.24 0.77 NA LERG 1 -1 -1 J215226.25-004545.6 328.109390 -0.762690 13.956 0.028 13.718 0.040 12.023 0.000 8.899 0.000
J215232.54-004444.8 587734303801802998 328.13562 -0.74580 16.879 0.018 16.310 0.005 18.025 0.013 1 1.26 0 -99.000 0.18642 5 SDSS 1.75 0.19 NA LERG 1 -1 -1 J215232.54-004444.8 328.135620 -0.745800 13.697 0.026 13.421 0.033 11.831 0.000 8.668 0.000
J215259.07-000903.4 587731186189992253 328.24616 -0.15096 14.660 0.004 14.136 0.003 15.319 0.003 1 1.02 0 -99.000 0.02749 5 SDSS 195.00 79.30 NA SF 1 -1 -1 J215259.07-000903.4 328.246160 -0.150960 12.047 0.023 11.686 0.022 7.948 0.021 5.232 0.035
J215300.17+003957.6 587731187263734345 328.25073 0.66601 18.697 0.033 18.234 0.016 19.956 0.028 1 0.59 0 -99.000 0.20947 5 SDSS 4.06 2.03 NA LERG 1 -1 -1 J215300.17+003957.6 328.250730 0.666010 15.298 0.039 14.932 0.070 12.561 0.000 8.529 0.000
J215304.80-005430.7 587731185116250974 328.27000 -0.90855 19.744 0.094 18.843 0.027 21.403 0.157 1 1.63 0 -99.000 0.47528 4 SDSS 1.73 0.53 NA LERG 1 -1 -1 J215304.80-005430.7 328.270000 -0.908550 15.160 0.038 14.975 0.084 12.387 0.000 8.969 0.000
J215305.34-004230.7 587734303801802969 328.27229 -0.70855 17.897 0.013 17.667 0.007 18.262 0.009 1 20.03 1 23.400 0.34123 4 SDSS 2.51 0.46 NA LERG 1 -1 -1 J215305.34-004230.7 328.272290 -0.708550 13.944 0.028 13.347 0.032 11.468 0.229 8.722 0.000
J215316.20+011148.3 587731187800670990 328.31752 1.19676 21.387 0.357 20.398 0.103 24.389 1.096 1 1.05 0 -99.000 0.60328 4 WiggleZ 1.92 4.13 Aae LERG 1 1 -1 J215316.20+011148.3 328.317520 1.196760 16.100 0.057 16.110 0.189 12.247 0.000 8.554 0.000
J215318.28+010018.1 587734305949352544 328.32620 1.00505 20.119 0.077 19.493 0.031 21.634 0.094 1 1.67 0 -99.000 0.30527 4 WiggleZ 6.87 20.00 Aa HERG 1 1 -1 J215318.28+010018.1 328.326200 1.005050 15.936 0.051 15.780 0.140 12.619 0.000 9.163 0.000
J215323.31+002340.6 587731186726929055 328.34713 0.39462 19.796 0.073 19.016 0.023 21.622 0.100 1 1.93 0 -99.000 0.44469 5 SDSS -0.40 -0.13 NA LERG 1 -1 -1 J215323.31+002340.6 328.347130 0.394620 15.015 0.035 14.760 0.069 12.513 0.000 8.704 0.000
J215324.42-010114.0 587731185116315869 328.35177 -1.02057 16.981 0.021 16.543 0.007 18.231 0.017 1 2.40 1 2.500 0.18885 5 SDSS 2.89 1.04 NA LERG 1 -1 -1 J215324.42-010114.0 328.351770 -1.020570 13.998 0.028 13.693 0.038 11.651 0.000 7.964 0.000
J215342.70+000823.5 587734304875675889 328.42794 0.13988 15.063 0.025 14.446 0.003 15.694 0.004 1 1.03 1 2.500 0.02747 5 SDSS 23.90 2.15 NA SF 1 -1 -1 J215342.70+000823.5 328.427940 0.139880 12.191 0.028 12.071 0.029 8.535 0.032 6.771 0.116
J215359.81+004412.6 587731187263864970 328.49924 0.73683 19.168 0.020 19.127 0.018 19.302 0.013 1 8.17 1 8.300 1.04281 4 SDSS .. .. AeB AeB 1 -1 -1 J215359.81+004412.6 328.499240 0.736830 15.590 0.047 14.341 0.048 11.733 0.211 8.286 0.000
J215412.86+000423.1 587734304875676200 328.55358 0.07310 17.319 0.063 16.811 0.009 18.674 0.021 1 5.39 1 3.800 0.21687 5 SDSS 1.71 0.48 Aa LERG 1 -1 -1 J215412.86+000423.1 328.553580 0.073100 14.470 0.036 14.132 0.050 11.979 0.000 8.084 0.000
J215418.23+004719.4 587731187263930372 328.57596 0.78873 17.480 0.012 16.916 0.007 18.666 0.013 1 0.47 0 -99.000 0.17380 5 SDSS 2.01 1.11 NA LERG 1 -1 -1 J215418.23+004719.4 328.575960 0.788730 13.974 0.027 13.704 0.034 12.511 0.486 8.878 0.000
J215418.70+002119.4 587731186727059702 328.57792 0.35541 14.846 0.007 14.075 0.003 15.053 0.003 1 6.11 1 8.800 0.06714 4 SDSS 77.10 20.20 NA SF 1 -1 -1 J215418.70+002119.4 328.577920 0.355410 12.522 0.024 12.342 0.024 8.759 0.028 6.624 0.069
J215419.64-002241.1 587734304338870589 328.58186 -0.37810 18.761 0.045 18.030 0.015 20.364 0.056 1 16.00 1 18.900 0.36983 5 SDSS -0.47 -0.30 NA LERG 1 -1 -1 J215419.64-002241.1 328.581860 -0.378100 14.575 0.031 14.291 0.047 12.244 0.000 9.071 0.000
J215423.79+004655.5 587731187263931082 328.59915 0.78209 20.573 0.081 20.173 0.041 20.880 0.036 2 6.81 1 7.416 0.65528 4 WiggleZ 44.60 150.00 Ae HERG 1 1 -1 J215423.79+004655.5 328.599150 0.782090 15.872 0.053 14.949 0.074 11.834 0.241 9.061 0.514
J215428.83+011021.8 587731187800802268 328.62016 1.17273 20.633 0.165 19.214 0.037 22.193 0.213 1 228.26 1 224.900 0.59811 4 WiggleZ 1.46 1.71 Aae LERG 1 1 -1 J215428.83+011021.8 328.620160 1.172730 15.214 0.037 15.100 0.081 11.972 0.000 8.960 0.000
J215432.36-004218.6 587734303801999606 328.63486 -0.70517 16.174 0.007 15.578 0.004 16.776 0.006 1 3.08 1 2.700 0.06697 5 SDSS 32.50 5.61 NA HERG 1 -1 -1 J215432.36-004218.6 328.634860 -0.705170 13.519 0.036 13.440 0.043 11.160 0.205 8.294 0.500
J215441.95+001008.0 587734304875741463 328.67481 0.16889 19.687 0.038 19.685 0.027 20.047 0.022 3 32.34 1 48.000 1.15015 3 WiggleZ .. .. AeB AeB 1 1 -1 J215441.95+001008.0 328.674810 0.168890 15.597 0.047 14.645 0.065 11.491 0.000 8.669 0.000
J215443.34+001112.1 587734304875741469 328.68061 0.18671 20.077 0.073 19.738 0.032 20.382 0.030 1 2.78 0 -99.000 0.59603 5 WiggleZ .. .. AeB AeB 1 1 -1 J215443.34+001112.1 328.680610 0.186710 15.023 0.038 14.403 0.053 12.274 0.426 8.730 0.000
J215450.43-001851.9 587734304338870968 328.71015 -0.31444 20.806 0.160 20.082 0.052 22.425 0.211 1 3.03 1 3.607 0.50727 4 WiggleZ 38.40 47.00 Ae HERG 1 1 -1 J215450.43-001851.9 328.710150 -0.314440 16.587 0.090 16.805 0.352 12.292 0.000 9.079 0.000
J215455.73-000126.3 587731186190254349 328.73223 -0.02398 17.608 0.012 17.157 0.007 18.375 0.010 1 0.53 0 -99.000 0.09023 3 SDSS 12.00 2.92 NA SF 1 -1 -1 J215455.73-000126.3 328.732230 -0.023980 13.890 0.028 13.416 0.035 8.961 0.032 6.243 0.065
J215504.23+005220.1 587734305949548869 328.76764 0.87225 17.430 0.066 16.868 0.008 18.694 0.017 1 1.93 1 6.100 0.21224 4 SDSS 3.69 1.15 NA LERG 1 -1 -1 J215504.23+005220.1 328.767640 0.872250 13.623 0.026 13.352 0.032 11.760 0.294 8.364 0.000
J215531.69+000402.8 587734304875872598 328.88204 0.06745 20.260 0.066 20.182 0.041 20.697 0.037 1 0.91 0 -99.000 1.08787 4 WiggleZ .. .. AeB AeB 1 0 -1 J215531.69+000402.8 328.882040 0.067450 16.691 0.094 15.731 0.147 12.000 0.000 9.017 0.000
J215600.16+011012.1 587731187800932551 329.00068 1.17005 17.468 0.604 17.059 0.008 18.984 0.016 2 9.04 1 14.100 0.22036 3 SDSS 0.69 0.12 NA LERG 1 -1 -1 J215600.16+011012.1 329.000680 1.170050 14.106 0.028 13.821 0.040 12.359 0.000 8.721 0.000
J215605.21+002632.6 587734305412743812 329.02173 0.44240 20.748 0.089 20.450 0.053 20.792 0.038 1 6.86 1 8.400 1.87512 3 SDSS .. .. AeB AeB 1 -1 -1 J215605.21+002632.6 329.021730 0.442400 16.745 0.096 15.709 0.126 11.869 0.289 8.481 0.000
J215617.62-011452.2 587734303265325834 329.07343 -1.24784 20.289 0.128 19.093 0.056 21.839 0.408 1 19.18 1 15.400 0.53837 4 WiggleZ 6.83 13.60 Ae HERG 1 1 -1 J215617.62-011452.2 329.073430 -1.247840 15.202 0.039 15.005 0.076 11.726 0.000 8.532 0.000
J215626.43-005146.9 587731185116644247 329.11014 -0.86305 21.000 0.294 20.079 0.076 23.772 1.087 1 0.70 1 2.700 0.71586 4 WiggleZ -0.70 -0.86 Aa LERG 1 1 -1 J215626.43-005146.9 329.110140 -0.863050 15.611 0.049 15.558 0.129 12.232 0.000 8.576 0.000
J215633.16+004556.0 587731187264127171 329.13819 0.76557 17.422 0.022 16.982 0.009 18.151 0.011 1 0.52 0 -99.000 0.15930 4 SDSS 6.66 2.80 NA SF 1 -1 -1 J215633.16+004556.0 329.138190 0.765570 14.027 0.031 13.472 0.037 9.386 0.044 7.384 0.172
J215639.13-000855.0 587731186190386239 329.16308 -0.14861 20.723 0.276 19.550 0.046 22.154 0.218 1 4.28 1 5.000 0.59393 4 WiggleZ 0.11 0.15 Aa LERG 1 1 -1 J215639.13-000855.0 329.163080 -0.148610 15.458 0.043 15.450 0.114 12.452 0.000 8.769 0.484
J215648.07+005736.7 587734305949745731 329.20033 0.96020 20.677 0.102 20.173 0.048 22.043 0.111 1 12.37 1 6.200 0.47295 4 WiggleZ 1.44 1.93 Aa LERG 1 1 -1 J215648.07+005736.7 329.200330 0.960200 15.952 0.053 15.634 0.130 12.271 0.411 8.835 0.000
J215648.46+004110.6 587731187264192553 329.20193 0.68629 15.852 0.005 15.379 0.003 16.478 0.004 1 1.19 0 -99.000 0.05393 3 SDSS 89.40 19.10 NA SF 1 -1 -1 J215648.46+004110.6 329.201930 0.686290 12.973 0.023 12.605 0.025 9.740 0.047 6.876 0.092
J215649.38-005021.6 587731185116709113 329.20576 -0.83934 17.752 0.018 17.203 0.008 19.078 0.025 1 2.02 0 -99.000 0.21655 5 SDSS 0.62 0.11 NA LERG 1 -1 -1 J215649.38-005021.6 329.205760 -0.839340 14.287 0.028 13.962 0.043 11.914 0.000 8.619 0.000
J215652.14+002945.5 587734305412874300 329.21726 0.49598 20.722 0.142 19.526 0.039 22.152 0.173 1 0.82 0 -99.000 0.58181 4 WiggleZ -1.78 -4.33 Aa LERG 1 1 -1 J215652.14+002945.5 329.217260 0.495980 15.254 0.053 15.272 0.116 11.500 0.000 8.990 0.000
J215700.29-000433.0 587731186190450991 329.25123 -0.07585 17.179 0.018 16.832 0.008 17.848 0.009 1 0.83 0 -99.000 0.20017 4 SDSS 14.30 3.71 NA SF 1 -1 -1 J215700.29-000433.0 329.251230 -0.075850 14.345 0.028 13.806 0.037 9.872 0.068 7.684 0.188
J215717.23+005236.3 587734305949745523 329.32180 0.87676 21.366 0.374 20.248 0.106 24.093 1.256 1 2.43 1 2.328 0.78881 3 WiggleZ 0.06 0.21 Aa LERG 1 1 -1 J215717.23+005236.3 329.321800 0.876760 15.448 0.042 15.267 0.097 12.552 0.000 8.862 0.000
J215734.59+010427.0 587731187801129306 329.39415 1.07418 17.782 0.018 17.343 0.009 18.669 0.014 1 1.16 0 -99.000 0.12248 4 SDSS 11.10 4.28 NA SF 1 -1 -1 J215734.59+010427.0 329.394150 1.074180 13.897 0.028 13.538 0.036 9.262 0.035 7.293 0.138
J215740.72+010948.3 587731187801129355 329.41968 1.16343 16.602 0.012 16.030 0.005 17.916 0.011 1 2.21 1 2.763 0.21662 4 WiggleZ 2.29 0.46 Aa LERG 1 0 -1 J215740.72+010948.3 329.419680 1.163430 13.459 0.025 13.139 0.030 12.345 0.000 8.529 0.000
J215746.20-002103.1 587734304339198728 329.44254 -0.35088 19.470 0.052 19.132 0.031 20.263 0.041 1 1.70 0 -99.000 0.33138 3 SDSS 17.40 11.00 NA HERG 1 -1 -1 J215746.20-002103.1 329.442540 -0.350880 15.272 0.040 15.113 0.090 12.419 0.000 8.747 0.000
J215748.15+003810.4 587731187264258949 329.45064 0.63625 19.734 0.091 18.752 0.036 21.307 0.142 3 20.71 1 36.800 0.47399 4 WiggleZ 11.30 14.90 Ae HERG 1 1 -1 J215748.15+003810.4 329.450640 0.636250 15.194 0.037 15.098 0.083 12.011 0.000 8.906 0.000
J215755.59+010506.0 587731187801194711 329.48163 1.08502 17.802 0.044 17.240 0.009 19.286 0.022 1 136.65 1 134.900 0.28911 4 WiggleZ 4.61 1.19 Aa LERG 1 0 -1 J215755.59+010506.0 329.481630 1.085020 13.915 0.028 13.584 0.035 12.003 0.000 8.261 0.000
J215805.76-010253.0 587731185116840155 329.52402 -1.04808 17.129 0.017 16.528 0.007 18.420 0.020 1 1.06 2 8.864 0.22322 5 SDSS 0.09 0.01 NA LERG 1 -1 -1 J215805.76-010253.0 329.524020 -1.048080 13.846 0.026 13.564 0.035 12.400 0.514 8.779 0.000
J215807.74+005655.4 587734305949877201 329.53226 0.94874 21.570 0.319 20.108 0.055 23.188 0.368 1 0.67 0 -99.000 0.57642 4 WiggleZ -0.28 -0.49 Aae LERG 1 1 -1 J215807.74+005655.4 329.532260 0.948740 16.011 0.059 15.780 0.147 12.423 0.000 8.763 0.000
J215812.23-000001.1 587731186190582283 329.55098 -0.00031 19.860 0.071 19.197 0.028 20.925 0.055 1 3.54 1 2.600 0.42914 3 WiggleZ 1.02 3.01 Aa LERG 1 1 -1 J215812.23-000001.1 329.550980 -0.000310 15.476 0.043 15.208 0.099 12.266 0.000 8.828 0.000
J215816.47+010921.5 587731187801194823 329.56864 1.15599 17.463 0.016 16.951 0.007 18.838 0.015 1 3.59 1 5.300 0.21921 5 SDSS 1.13 0.38 Aa LERG 1 -1 -1 J215816.47+010921.5 329.568640 1.155990 14.123 0.030 13.835 0.042 12.249 0.000 8.464 0.000
J215821.71+010200.7 587734305949877008 329.59049 1.03354 20.517 0.243 19.894 0.057 21.816 0.141 1 1.87 1 2.100 0.63703 4 WiggleZ 46.70 161.00 Ae HERG 1 1 -1 J215821.71+010200.7 329.590490 1.033540 13.968 0.027 12.842 0.028 10.852 0.120 8.533 0.000
J215822.52+010748.8 587731187801194848 329.59386 1.13025 19.336 0.029 19.002 0.017 19.180 0.012 1 1.04 0 -99.000 0.56965 5 SDSS .. .. AeB AeB 1 -1 -1 J215822.52+010748.8 329.593860 1.130250 14.192 0.028 13.218 0.029 10.729 0.113 7.843 0.257
J215824.05+005555.6 587734305949876598 329.60024 0.93212 18.207 0.036 17.640 0.012 19.781 0.033 1 1.47 2 11.200 0.28608 5 SDSS 1.31 0.27 NA LERG 1 -1 -1 J215824.05+005555.6 329.600240 0.932120 14.538 0.031 14.292 0.050 12.160 0.000 8.480 0.000
J215825.88-001804.8 587734304339263710 329.60784 -0.30135 17.318 0.005 17.183 0.006 17.529 0.006 1 1.30 0 -99.000 0.37310 5 SDSS .. .. AeB AeB 1 -1 -1 J215825.88-001804.8 329.607840 -0.301350 13.419 0.026 12.442 0.026 9.698 0.052 7.559 0.154
J215827.24+000906.2 587734304876134941 329.61352 0.15174 18.026 0.025 17.480 0.009 19.638 0.025 1 4.15 1 7.200 0.29203 5 SDSS 1.92 0.36 NA LERG 1 -1 -1 J215827.24+000906.2 329.613520 0.151740 14.361 0.029 14.111 0.048 11.985 0.000 8.665 0.000
J215828.43+002627.7 587734305413005803 329.61848 0.44103 19.582 0.060 18.691 0.025 21.337 0.103 1 1.42 0 -99.000 0.46098 4 SDSS -0.82 -26.30 NA LERG 1 -1 -1 J215828.43+002627.7 329.618480 0.441030 14.901 0.034 14.718 0.066 12.116 0.000 8.923 0.000
J215828.56-002924.5 587731185653711018 329.61904 -0.49015 18.769 0.082 18.172 0.012 20.256 0.038 1 2.48 1 3.600 0.28219 5 SDSS -0.12 -0.03 NA LERG 1 -1 -1 J215828.56-002924.5 329.619040 -0.490150 15.107 0.056 14.806 0.082 12.405 0.000 8.546 0.000
J215830.63+003709.2 587734305413071412 329.62766 0.61924 18.763 0.039 18.174 0.019 19.968 0.040 1 0.91 0 -99.000 0.45935 4 WiggleZ 36.90 122.00 Ae HERG 1 1 -1 J215830.63+003709.2 329.627660 0.619240 13.543 0.025 12.616 0.025 9.592 0.044 7.099 0.108
J215832.20+002303.9 587731186727519292 329.63417 0.38443 21.202 0.243 20.239 0.052 22.993 0.271 1 1.48 0 -99.000 0.56783 3 WiggleZ -0.80 -1.78 Aa LERG 1 1 -1 J215832.20+002303.9 329.634170 0.384430 14.983 0.036 14.833 0.073 12.555 0.000 8.968 0.000
J215834.48-000956.2 587731186190647575 329.64370 -0.16562 17.759 0.022 17.179 0.008 19.321 0.026 1 1.01 0 -99.000 0.29191 5 SDSS 1.39 0.51 NA LERG 1 -1 -1 J215834.48-000956.2 329.643700 -0.165620 14.143 0.027 13.909 0.039 11.862 0.000 8.509 0.000
J215834.66+000701.0 587734304876200224 329.64445 0.11697 17.725 0.013 17.287 0.008 18.297 0.009 1 7.50 1 8.800 0.15669 4 SDSS 18.10 5.90 NA HERG 1 -1 -1 J215834.66+000701.0 329.644450 0.116970 14.061 0.028 13.168 0.031 9.076 0.035 6.534 0.076
J215839.58-002011.2 587734304339329277 329.66494 -0.33646 17.626 0.020 17.061 0.007 19.054 0.018 1 1.74 1 2.600 0.26854 5 SDSS 3.13 0.52 NA LERG 1 -1 -1 J215839.58-002011.2 329.664940 -0.336460 13.930 0.027 13.608 0.034 11.989 0.303 8.450 0.000
J215851.23-004014.4 587734303802459057 329.71346 -0.67068 20.736 0.170 19.676 0.052 22.114 0.244 1 2.30 0 -99.000 0.57277 3 WiggleZ -1.42 -1.99 Aa LERG 1 1 -1 J215851.23-004014.4 329.713460 -0.670680 15.796 0.058 16.023 0.196 12.339 0.000 8.615 0.000
J215853.14+000042.2 587734304876200312 329.72145 0.01174 16.083 0.028 15.457 0.004 16.661 0.005 1 1.87 0 -99.000 0.10924 4 SDSS 9.86 1.51 NA SF 1 -1 -1 J215853.14+000042.2 329.721450 0.011740 12.949 0.023 12.697 0.026 9.186 0.036 7.626 0.157
J215923.83-010630.6 587734303265652898 329.84931 -1.10852 17.588 0.016 17.002 0.009 18.289 0.015 1 3.26 0 -99.000 0.19314 5 SDSS 94.80 53.30 NA HERG 1 -1 -1 J215923.83-010630.6 329.849310 -1.108520 14.323 0.029 13.384 0.032 9.400 0.040 6.299 0.059
J215924.06+011305.4 587731187801325692 329.85025 1.21818 16.536 0.004 15.978 0.004 16.757 0.004 1 2.10 1 3.300 0.10020 5 SDSS .. .. AeB AeB 1 -1 -1 J215924.06+011305.4 329.850250 1.218180 11.805 0.023 10.885 0.021 7.880 0.020 5.541 0.039
J215928.05+011024.8 587731187801326640 329.86690 1.17357 20.222 0.096 19.036 0.027 22.361 0.211 1 14.54 1 14.000 0.63477 4 WiggleZ -0.18 -0.13 Aa LERG 1 1 -1 J215928.05+011024.8 329.866900 1.173570 14.584 0.032 14.561 0.059 12.019 0.000 8.964 0.000
J215931.28+011320.1 587731187801325922 329.88033 1.22225 16.521 0.007 16.175 0.005 17.176 0.005 1 1.16 0 -99.000 0.10089 4 SDSS 8.58 1.39 NA SF 1 -1 -1 J215931.28+011320.1 329.880330 1.222250 13.471 0.026 13.156 0.030 9.153 0.036 7.378 0.146
