#NAME SDSSID RA DEC R_PET R_PET_ERR I_MOD I_MOD_ERR G_MOD G_MOD_ERR N_FIRST FIRST_TOTINTFLUX N_NVSS NVSS_TOTINTFLUX Z QOP ZSOURCE OIII_SN EW_OIII VISCLASS BESTCLASS HI_COMP ZSOURCE_TARGET DISAGREE_GAMA NAME RA_deg DEC_deg W1 W1err W2 W2err W3 W3err W4 W4err
J093123.89+044427.4 587732577228555238 142.84954 4.74094 20.812 0.285 20.123 0.088 22.650 0.463 3 27.89 1 32.300 0.62776 3 WiggleZ -0.75 -4.97 Aa LERG 1 1 -1 J093123.89+044427.4 142.849540 4.740940 15.293 0.040 15.117 0.088 12.396 0.000 8.956 0.000
J093125.12+050839.4 587732701784572135 142.85467 5.14428 18.770 0.033 18.109 0.013 20.334 0.040 1 1.46 0 -99.000 0.34792 4 WiggleZ -2.78 -2.89 Aa LERG 1 1 -1 J093125.12+050839.4 142.854670 5.144280 14.786 0.034 14.513 0.058 12.042 0.000 8.681 0.000
J093125.87+050743.6 587732701784572064 142.85783 5.12879 19.105 0.063 18.528 0.016 20.862 0.059 1 16.59 1 21.700 0.35030 4 WiggleZ -1.39 -1.09 Aa LERG 1 1 -1 J093125.87+050743.6 142.857830 5.128790 15.162 0.039 14.966 0.076 12.206 0.000 8.633 0.000
J093137.36+053004.5 587732702321443115 142.90568 5.50127 19.041 0.040 18.337 0.016 20.682 0.053 1 1.35 0 -99.000 0.35962 5 SDSS -0.22 -0.06 NA LERG 1 -1 -1 J093137.36+053004.5 142.905680 5.501270 14.914 0.035 14.769 0.067 12.146 0.000 8.847 0.000
J093138.28+031510.2 588010358533128369 142.90951 3.25284 18.785 0.015 18.718 0.012 18.911 0.011 3 13.37 1 15.700 1.15775 4 SDSS .. .. AeB AeB 1 -1 -1 J093138.28+031510.2 142.909510 3.252840 15.550 0.045 14.406 0.053 11.606 0.236 8.933 0.512
J093141.19+031928.1 587728879798518080 142.92163 3.32449 18.479 0.043 17.725 0.012 20.339 0.052 1 1.87 0 -99.000 0.42989 5 SDSS 2.29 0.64 NA LERG 1 -1 -1 J093141.19+031928.1 142.921630 3.324490 14.263 0.028 14.066 0.044 11.907 0.000 8.778 0.000
J093146.10+042437.2 588010360143806702 142.94210 4.41036 18.823 0.047 18.170 0.014 20.108 0.036 1 1.53 0 -99.000 0.30221 4 WiggleZ 15.40 29.50 Ae HERG 1 1 -1 J093146.10+042437.2 142.942100 4.410360 15.008 0.038 14.669 0.061 12.408 0.000 8.604 0.000
J093150.57-001935.2 587725074456838221 142.96074 -0.32646 18.737 0.012 18.431 0.010 18.689 0.008 1 2.43 0 -99.000 1.83959 4 SDSS .. .. AeB AeB 1 -1 -1 J093150.57-001935.2 142.960740 -0.326460 15.514 0.044 14.732 0.064 11.865 0.342 8.547 0.340
J093159.46+041739.6 587728880872325269 142.99777 4.29434 19.290 0.023 18.931 0.015 19.503 0.015 1 0.88 0 -99.000 0.56137 5 SDSS .. .. AeB AeB 1 -1 -1 J093159.46+041739.6 142.997770 4.294340 14.892 0.041 13.913 0.039 11.131 0.156 8.225 0.301
J093200.60+050459.3 587732701784637620 143.00254 5.08314 16.034 0.006 15.693 0.003 16.541 0.004 1 1.34 0 -99.000 0.07747 3 SDSS 25.00 3.99 NA SF 1 -1 -1 J093200.60+050459.3 143.002540 5.083140 12.989 0.024 12.695 0.027 8.448 0.023 6.532 0.084
J093203.64+020403.9 587726032769253509 143.01518 2.06776 17.385 0.010 16.889 0.007 17.965 0.008 1 2.55 1 4.300 0.11093 4 SDSS 89.80 43.10 NA HERG 1 -1 -1 J093203.64+020403.9 143.015180 2.067760 13.659 0.025 12.469 0.024 8.486 0.025 5.755 0.040
J093203.88+034559.1 587728880335454342 143.01617 3.76643 16.479 0.010 15.845 0.004 17.116 0.006 1 1.57 0 -99.000 0.05830 4 SDSS 38.30 6.31 NA SF 1 -1 -1 J093203.88+034559.1 143.016170 3.766430 13.078 0.024 12.828 0.027 9.086 0.035 7.117 0.123
J093207.65-004716.8 587725073919967585 143.03189 -0.78800 19.474 0.047 18.771 0.020 20.848 0.058 1 33.88 1 33.500 0.47934 3 SDSS 8.67 9.50 NA HERG 1 -1 -1 J093207.65-004716.8 143.031890 -0.788000 15.513 0.043 15.256 0.091 11.980 0.000 9.010 0.000
J093214.65+060417.5 587732578839298377 143.06104 6.07154 19.210 0.069 18.184 0.018 20.908 0.095 1 2.84 1 3.700 0.48460 5 SDSS 1.35 0.77 NA LERG 1 -1 -1 J093214.65+060417.5 143.061040 6.071540 14.767 0.033 14.777 0.065 11.966 0.000 8.901 0.000
J093216.55+021751.6 587726033306124536 143.06897 2.29767 18.910 0.061 18.208 0.020 20.609 0.070 1 2.29 1 6.900 0.36949 5 SDSS -0.85 -0.25 NA LERG 1 -1 -1 J093216.55+021751.6 143.068970 2.297670 14.864 0.033 14.685 0.062 12.428 0.000 8.931 0.000
J093222.16+070353.1 587732771038429401 143.09236 7.06477 19.786 0.074 19.098 0.028 21.430 0.092 1 2.60 1 3.300 0.41588 3 WiggleZ -1.25 -0.98 Aa LERG 1 1 -1 J093222.16+070353.1 143.092360 7.064770 15.616 0.048 15.518 0.121 12.094 0.000 8.819 0.000
J093227.56+033122.6 588010359070130374 143.11486 3.52296 19.896 0.036 19.798 0.026 19.865 0.019 1 4.05 1 4.500 2.19441 5 SDSS .. .. AeB AeB 1 -1 -1 J093227.56+033122.6 143.114860 3.522960 17.293 0.154 16.395 0.245 11.963 0.334 8.688 0.000
J093229.97+013548.4 587726032232383210 143.12491 1.59680 20.199 0.263 19.016 0.061 22.116 0.472 1 2.50 1 3.700 0.68215 3 WiggleZ 0.69 1.08 Aa LERG 1 1 -1 J093229.97+013548.4 143.124910 1.596800 15.135 0.035 15.130 0.078 12.756 0.000 9.030 0.000
J093233.09+054527.9 587732578302427386 143.13788 5.75776 18.458 0.035 17.617 0.012 19.669 0.035 1 1.31 0 -99.000 0.29821 4 SDSS 3.28 1.67 NA LERG 1 -1 -1 J093233.09+054527.9 143.137880 5.757760 14.773 0.033 14.405 0.056 11.788 0.000 8.907 0.000
J093239.03+042752.6 588010360143937694 143.16264 4.46462 17.453 0.010 16.961 0.007 18.048 0.009 1 1.73 1 2.900 0.24316 4 SDSS 87.30 19.70 NA SF 1 -1 -1 J093239.03+042752.6 143.162640 4.464620 13.663 0.026 12.880 0.027 9.123 0.033 7.109 0.107
J093240.19+054751.5 587732578302427355 143.16749 5.79766 19.110 0.026 18.760 0.013 19.854 0.019 1 3.16 1 4.900 0.37588 3 WiggleZ -2.82 -2.81 Aa LERG 1 1 -1 J093240.19+054751.5 143.167490 5.797660 14.870 0.034 14.239 0.048 11.864 0.350 8.473 0.000
J093241.99+040929.8 587728880872391269 143.17499 4.15830 19.450 0.126 18.870 0.028 21.009 0.081 1 1.34 1 2.300 0.37042 4 WiggleZ -0.79 -2.51 Aa LERG 1 1 -1 J093241.99+040929.8 143.174990 4.158300 15.801 0.051 15.371 0.107 12.564 0.000 8.312 0.000
J093242.81-003948.8 587725073920033085 143.17840 -0.66356 19.116 0.040 18.783 0.020 19.870 0.025 1 46.16 1 43.900 0.23538 3 SDSS 7.39 3.75 NA LERG 1 -1 -1 J093242.81-003948.8 143.178400 -0.663560 16.126 0.061 15.667 0.130 12.360 0.382 9.030 0.000
J093245.55+063054.6 587732579376234633 143.18983 6.51518 16.893 0.007 16.447 0.005 17.558 0.006 1 1.97 0 -99.000 0.08291 4 SDSS 16.30 3.41 NA SF 1 -1 -1 J093245.55+063054.6 143.189830 6.515180 13.376 0.024 12.992 0.028 8.721 0.028 6.255 0.056
J093249.79+043754.5 587728881409261863 143.20747 4.63183 19.060 0.039 18.282 0.015 20.566 0.048 1 133.63 1 136.800 0.38982 4 WiggleZ 9.49 9.28 Aae HERG 1 1 -1 J093249.79+043754.5 143.207470 4.631830 14.834 0.032 14.528 0.059 12.154 0.000 8.599 0.000
J093250.33+065102.7 587732770501623958 143.20974 6.85076 17.170 0.014 16.618 0.006 18.453 0.013 1 1.63 1 3.100 0.22069 5 SDSS -0.81 -0.27 NA LERG 1 -1 -1 J093250.33+065102.7 143.209740 6.850760 13.917 0.026 13.652 0.036 11.899 0.000 8.341 0.000
J093252.33+062309.8 587732703395381422 143.21807 6.38606 17.752 0.015 17.030 0.008 18.958 0.018 1 1.09 0 -99.000 0.20903 5 SDSS 1.10 0.46 NA LERG 1 -1 -1 J093252.33+062309.8 143.218070 6.386060 14.163 0.028 13.884 0.039 12.490 0.000 8.776 0.000
J093254.76+033049.4 587728879798649428 143.22818 3.51373 19.787 0.068 19.291 0.026 20.820 0.048 1 1.06 0 -99.000 0.25375 3 WiggleZ 3.94 2.74 SF LERG 1 1 -1 J093254.76+033049.4 143.228180 3.513730 15.476 0.050 14.654 0.060 10.448 0.092 8.882 0.520
J093255.67+040401.3 588010359607067105 143.23199 4.06703 20.152 0.133 18.831 0.026 21.582 0.144 1 9.53 1 8.900 0.59991 3 WiggleZ 0.46 0.73 Aa LERG 1 1 -1 J093255.67+040401.3 143.231990 4.067030 14.790 0.032 14.720 0.064 11.901 0.000 9.020 0.000
J093256.47+060108.2 587732702858510603 143.23530 6.01897 18.777 0.034 18.207 0.014 20.337 0.040 1 2.44 1 2.300 0.37918 4 WiggleZ 18.80 12.70 Aae HERG 1 1 -1 J093256.47+060108.2 143.235300 6.018970 14.545 0.031 14.252 0.048 11.881 0.000 8.098 0.000
J093256.81+074212.2 587732771575365830 143.23672 7.70340 18.002 0.008 18.007 0.009 18.355 0.007 1 27.26 1 31.125 1.00351 5 SDSS .. .. AeB AeB 1 -1 -1 J093256.81+074212.2 143.236720 7.703400 14.270 0.029 12.938 0.027 9.906 0.058 7.457 0.130
J093257.28+011208.4 587726031695577827 143.23870 1.20234 20.548 0.191 19.428 0.042 22.567 0.335 1 1.04 0 -99.000 0.60892 3 WiggleZ 2.21 2.40 Aa LERG 1 1 -1 J093257.28+011208.4 143.238700 1.202340 15.403 0.040 15.474 0.110 12.531 0.000 8.551 0.000
J093300.73+030528.2 587728879261778220 143.25304 3.09118 19.285 0.055 18.517 0.018 20.862 0.070 1 0.94 0 -99.000 0.42426 5 SDSS 0.35 0.08 NA LERG 1 -1 -1 J093300.73+030528.2 143.253040 3.091180 15.227 0.039 15.045 0.078 12.197 0.000 8.985 0.000
J093302.48+050613.5 587732701784703649 143.26034 5.10376 21.500 0.340 19.829 0.063 22.556 0.359 1 2.04 1 2.900 0.67277 3 WiggleZ 1.42 5.98 Aae LERG 1 1 -1 J093302.48+050613.5 143.260340 5.103760 15.769 0.049 15.913 0.153 12.522 0.502 9.052 0.000
J093303.38+045235.6 587732577228751069 143.26412 4.87657 19.026 0.032 18.510 0.013 20.029 0.027 1 2.60 1 3.100 0.37997 4 WiggleZ -1.32 -0.84 Aa LERG 1 1 -1 J093303.38+045235.6 143.264120 4.876570 14.886 0.033 14.602 0.057 12.104 0.000 8.899 0.000
J093307.80+051438.5 587732577765622017 143.28251 5.24404 18.996 0.055 18.256 0.014 20.817 0.070 1 4.79 1 5.319 0.42143 5 SDSS 2.39 1.03 NA LERG 1 -1 -1 J093307.80+051438.5 143.282510 5.244040 14.762 0.033 14.493 0.055 12.067 0.000 8.912 0.000
J093318.21+010827.2 587726031695642745 143.32589 1.14089 19.758 0.039 19.625 0.028 19.939 0.023 1 12.57 1 10.800 3.00627 4 WiggleZ .. .. AeB AeB 1 1 -1 J093318.21+010827.2 143.325890 1.140890 16.249 0.065 15.542 0.114 12.067 0.000 8.805 0.000
J093319.48+060235.0 587732578839429754 143.33118 6.04306 21.769 0.298 20.386 0.066 23.900 0.782 1 1.15 0 -99.000 0.61907 3 WiggleZ 0.72 1.19 Aa LERG 1 1 -1 J093319.48+060235.0 143.331180 6.043060 16.617 0.088 16.672 0.351 12.527 0.000 9.045 0.000
J093323.02-001051.6 588848899896639539 143.34595 -0.18102 18.516 0.011 18.427 0.010 18.467 0.008 1 105.15 1 66.800 0.79474 3 SDSS .. .. AeB AeB 1 -1 -1 J093323.02-001051.6 143.345950 -0.181020 14.486 0.031 13.288 0.032 10.360 0.076 8.084 0.238
J093324.10+033219.7 588010359070196072 143.35042 3.53882 19.375 0.050 18.412 0.016 20.836 0.062 1 1.24 0 -99.000 0.47454 5 SDSS 0.81 0.27 NA LERG 1 -1 -1 J093324.10+033219.7 143.350420 3.538820 14.687 0.031 14.568 0.058 12.370 0.000 8.951 0.000
J093326.39+040741.1 588010359607132426 143.35998 4.12809 20.455 0.068 20.479 0.052 20.410 0.026 1 0.79 0 -99.000 2.51048 3 WiggleZ .. .. AeB AeB 1 1 -1 J093326.39+040741.1 143.359980 4.128090 16.921 0.116 15.672 0.143 11.847 0.306 8.517 0.000
J093332.73+064745.9 587732770501689843 143.38641 6.79611 19.814 0.063 18.934 0.022 21.446 0.093 1 2.48 1 3.600 0.41952 3 WiggleZ -2.09 -2.17 Aa LERG 1 1 -1 J093332.73+064745.9 143.386410 6.796110 15.361 0.041 15.239 0.092 12.515 0.000 8.601 0.000
J093334.23+033230.1 588010359070261373 143.39265 3.54172 16.382 0.008 15.897 0.004 17.285 0.007 1 3.87 1 4.600 0.06161 4 SDSS 55.90 15.00 NA SF 1 -1 -1 J093334.23+033230.1 143.392650 3.541720 12.488 0.023 11.948 0.023 8.194 0.021 6.025 0.041
J093342.14+064008.1 587734689816773295 143.42559 6.66893 20.619 0.189 19.954 0.082 22.872 0.432 1 2.57 1 2.700 0.41928 3 WiggleZ 1.48 2.38 Aa LERG 1 1 -1 J093342.14+064008.1 143.425590 6.668930 15.527 0.043 15.472 0.108 11.686 0.000 8.229 0.000
J093342.55+032538.3 587728879798714581 143.42731 3.42731 17.480 0.010 16.900 0.007 18.068 0.009 1 1.26 0 -99.000 0.10140 4 SDSS 12.70 3.36 NA LERG 1 -1 -1 J093342.55+032538.3 143.427310 3.427310 14.361 0.029 13.888 0.039 9.806 0.050 5.727 0.040
J093353.89+035704.5 587728880335651167 143.47457 3.95126 19.066 0.057 18.498 0.018 20.968 0.065 1 2.57 1 2.800 0.39706 5 SDSS 9.33 3.86 NA LERG 1 -1 -1 J093353.89+035704.5 143.474570 3.951260 14.996 0.034 14.899 0.072 11.880 0.000 8.559 0.000
J093403.45-001411.4 587725074457100314 143.51439 -0.23652 17.452 0.022 16.867 0.008 18.843 0.019 1 2.01 1 2.300 0.23557 5 SDSS 0.70 0.12 NA LERG 1 -1 -1 J093403.45-001411.4 143.514390 -0.236520 14.230 0.028 13.962 0.041 12.028 0.000 8.952 0.000
J093403.90+052410.8 587732577765752841 143.51627 5.40300 19.901 0.054 19.053 0.020 21.057 0.066 1 1.02 0 -99.000 0.42836 4 WiggleZ 96.20 107.00 Ae HERG 1 1 -1 J093403.90+052410.8 143.516270 5.403000 15.247 0.040 14.762 0.069 10.903 0.127 7.396 0.135
J093405.65-001748.3 587725074457100465 143.52358 -0.29675 16.848 0.011 16.332 0.005 17.833 0.007 1 1.49 0 -99.000 0.14212 5 SDSS 0.62 0.12 NA LERG 1 -1 -1 J093405.65-001748.3 143.523580 -0.296750 13.618 0.024 13.445 0.032 12.163 0.000 8.562 0.000
J093407.60+054522.0 587732578302624144 143.53167 5.75612 19.703 0.063 19.200 0.024 20.970 0.062 1 2.64 1 3.900 0.38067 4 WiggleZ 13.20 33.00 SF HERG 1 1 -1 J093407.60+054522.0 143.531670 5.756120 14.653 0.030 14.005 0.039 9.886 0.055 7.739 0.172
J093419.85-003913.9 587725073920229598 143.58274 -0.65386 16.421 0.009 16.034 0.004 17.440 0.006 1 1.22 0 -99.000 0.09782 5 SDSS 6.28 1.15 NA LERG 1 -1 -1 J093419.85-003913.9 143.582740 -0.653860 13.552 0.025 13.398 0.032 11.417 0.204 8.298 0.000
J093420.75+054212.3 587732578302624529 143.58646 5.70343 21.228 0.178 19.987 0.046 23.109 0.416 1 1.84 1 2.500 0.59874 3 WiggleZ -1.08 -3.34 Aa LERG 1 1 -1 J093420.75+054212.3 143.586460 5.703430 15.621 0.048 15.588 0.133 11.794 0.000 8.833 0.000
J093421.13+024038.2 587727944568013066 143.58807 2.67728 19.136 0.047 18.297 0.019 20.915 0.073 1 2.66 1 6.500 0.42780 4 SDSS 0.48 0.14 NA LERG 1 -1 -1 J093421.13+024038.2 143.588070 2.677280 14.525 0.030 14.352 0.048 12.355 0.000 8.729 0.000
J093426.23+043015.0 588010360144134419 143.60933 4.50417 19.803 0.042 19.249 0.021 20.461 0.029 1 1.61 0 -99.000 0.65481 4 SDSS .. .. AeB AeB 1 -1 -1 J093426.23+043015.0 143.609330 4.504170 14.570 0.032 13.453 0.033 10.480 0.089 8.216 0.279
J093430.68+030545.3 587728879261974656 143.62785 3.09594 17.637 0.020 17.004 0.006 18.722 0.013 3 296.74 1 310.300 0.22522 4 SDSS 43.70 11.10 NA HERG 1 -1 -1 J093430.68+030545.3 143.627850 3.095940 14.122 0.027 13.799 0.039 12.052 0.387 8.793 0.000
J093438.18+061403.0 587732578839560460 143.65911 6.23419 18.265 0.027 17.569 0.010 19.919 0.037 1 2.64 1 3.900 0.32300 5 SDSS 1.41 0.32 NA LERG 1 -1 -1 J093438.18+061403.0 143.659110 6.234190 14.406 0.030 14.254 0.051 12.010 0.000 8.834 0.000
J093438.64+055029.1 587732578302689330 143.66101 5.84144 13.801 0.016 13.605 0.002 14.744 0.002 1 1.93 1 4.800 0.01838 5 SDSS 12.00 1.28 NA SF 1 -1 -1 J093438.64+055029.1 143.661010 5.841440 11.737 0.023 11.588 0.022 7.719 0.021 4.910 0.033
J093439.56+002752.0 587725075530907672 143.66484 0.46446 17.311 0.010 16.882 0.006 17.822 0.007 1 3.03 1 4.573 0.14703 5 SDSS 48.90 14.00 NA SF 1 -1 -1 J093439.56+002752.0 143.664840 0.464460 11.618 0.022 10.205 0.020 7.088 0.017 4.121 0.021
J093440.36-005211.8 588848898823028915 143.66820 -0.86997 17.522 0.042 17.113 0.008 18.356 0.012 1 0.84 0 -99.000 0.12741 3 SDSS 7.54 3.10 NA SF 1 -1 -1 J093440.36-005211.8 143.668200 -0.869970 13.733 0.025 13.373 0.030 9.582 0.042 7.393 0.107
J093441.62+005847.2 587727942420529227 143.67345 0.97980 17.223 0.015 16.560 0.006 17.452 0.007 1 1.92 0 -99.000 0.10938 5 SDSS 107.00 74.50 NA SF 1 -1 -1 J093441.62+005847.2 143.673450 0.979800 13.488 0.025 12.696 0.025 8.491 0.026 5.641 0.038
J093442.47+064244.7 587732770501820671 143.67700 6.71242 20.794 0.084 20.476 0.049 20.747 0.033 1 16.22 1 14.300 1.72787 4 WiggleZ .. .. AeB AeB 1 1 -1 J093442.47+064244.7 143.677000 6.712420 16.417 0.081 15.099 0.090 12.012 0.000 8.611 0.000
J093443.54+035003.5 587728880335716483 143.68144 3.83432 19.367 0.091 18.649 0.020 21.325 0.097 1 3.19 1 3.800 0.44246 3 WiggleZ -0.77 -0.93 Aa LERG 1 1 -1 J093443.54+035003.5 143.681440 3.834320 14.786 0.033 14.566 0.061 12.477 0.000 8.688 0.000
J093449.75+042140.6 587728880872653087 143.70733 4.36128 19.143 0.050 18.499 0.018 20.902 0.065 1 7.74 1 9.600 0.37270 3 WiggleZ -0.75 -1.00 Aa LERG 1 1 -1 J093449.75+042140.6 143.707330 4.361280 15.037 0.036 14.764 0.065 12.203 0.000 9.110 0.000
J093450.59+061140.5 587732578839560494 143.71081 6.19460 18.898 0.039 18.185 0.015 20.559 0.057 2 8.46 1 7.900 0.36575 5 SDSS 1.42 0.51 NA LERG 1 -1 -1 J093450.59+061140.5 143.710810 6.194600 14.723 0.032 14.521 0.056 12.368 0.460 8.542 0.000
J093450.63+045556.1 587732577228947895 143.71097 4.93227 19.775 0.177 18.789 0.024 21.272 0.121 4 51.67 1 60.300 0.56561 3 WiggleZ 1.51 2.52 Aa LERG 1 1 -1 J093450.63+045556.1 143.710970 4.932270 15.143 0.036 15.212 0.090 11.964 0.351 8.671 0.000
J093451.09+025926.5 587728879261974804 143.71289 2.99072 18.643 0.043 17.767 0.012 20.195 0.049 2 20.21 1 29.000 0.41864 5 SDSS 1.76 0.27 NA LERG 1 -1 -1 J093451.09+025926.5 143.712890 2.990720 14.432 0.029 14.231 0.048 12.266 0.000 8.742 0.000
J093456.52+050107.7 587732577228947645 143.73552 5.01881 17.599 0.015 16.938 0.006 18.873 0.017 1 4.54 1 7.000 0.23355 5 SDSS 2.55 0.64 NA LERG 1 -1 -1 J093456.52+050107.7 143.735520 5.018810 14.194 0.028 13.843 0.037 12.024 0.000 9.061 0.000
J093502.29+065806.4 587734690353775422 143.75955 6.96845 21.236 0.282 19.793 0.059 24.217 0.955 1 3.55 1 4.200 0.71816 3 WiggleZ -1.35 -2.06 Aa LERG 1 1 -1 J093502.29+065806.4 143.759550 6.968450 15.015 0.036 15.165 0.087 12.331 0.000 8.893 0.000
J093502.99+004916.5 588848900970578226 143.76247 0.82126 17.969 0.063 17.317 0.013 19.641 0.042 1 2.49 1 3.700 0.34859 5 SDSS 1.37 0.37 NA LERG 1 -1 -1 J093502.99+004916.5 143.762470 0.821260 14.485 0.030 14.305 0.050 11.917 0.000 8.880 0.000
J093505.60+002942.4 587725075530907997 143.77335 0.49512 20.559 0.096 20.098 0.049 21.078 0.054 1 1.76 1 3.200 0.80132 5 WiggleZ 67.10 60.50 Ae HERG 1 0 -1 J093505.60+002942.4 143.773350 0.495120 14.055 0.027 12.554 0.025 9.078 0.032 6.225 0.052
J093506.68+020205.4 587726032769581533 143.77783 2.03486 19.736 0.112 19.142 0.035 20.974 0.080 1 4.64 1 5.600 0.46274 4 WiggleZ -1.07 -2.19 SF LERG 1 1 -1 J093506.68+020205.4 143.777830 2.034860 15.433 0.042 14.999 0.078 12.176 0.380 8.323 0.000
J093506.87+045140.1 587732577228948029 143.77863 4.86115 20.163 0.109 19.063 0.031 21.398 0.137 1 22.73 1 22.100 0.55782 3 WiggleZ -1.26 -3.17 Aa LERG 1 1 -1 J093506.87+045140.1 143.778630 4.861150 15.329 0.040 15.066 0.082 12.551 0.000 8.813 0.000
J093507.17+023830.7 587727944568078445 143.77988 2.64188 19.396 0.048 19.040 0.027 20.939 0.057 1 1.95 1 2.600 0.41824 4 WiggleZ -1.21 -0.72 Aa LERG 1 1 -1 J093507.17+023830.7 143.779880 2.641880 15.542 0.044 15.502 0.112 12.468 0.000 8.380 0.000
J093509.02+050356.4 587732701784965447 143.78760 5.06568 18.908 0.049 18.226 0.015 20.785 0.074 1 9.04 1 8.400 0.38380 4 SDSS 0.96 0.27 NA LERG 1 -1 -1 J093509.02+050356.4 143.787600 5.065680 14.539 0.031 14.319 0.047 12.704 0.000 9.145 0.000
J093512.43+004737.8 588848900970578268 143.80181 0.79383 19.314 0.081 18.527 0.021 20.768 0.069 1 8.74 1 11.172 0.35238 4 WiggleZ -0.92 -0.89 Aa LERG 1 1 -1 J093512.43+004737.8 143.801810 0.793830 15.065 0.035 14.839 0.070 12.518 0.000 8.626 0.000
J093521.45-000400.5 588848899896836308 143.83939 -0.06682 16.989 0.013 16.494 0.005 17.883 0.008 1 57.62 1 57.500 0.09074 5 SDSS 14.10 3.55 NA LERG 1 -1 -1 J093521.45-000400.5 143.839390 -0.066820 14.071 0.027 13.916 0.038 12.330 0.473 8.804 0.000
J093522.66+053724.2 587732702321901956 143.84443 5.62341 20.482 0.210 19.521 0.033 22.337 0.206 1 2.92 1 2.300 0.57188 3 WiggleZ 0.45 0.55 Aa LERG 1 1 -1 J093522.66+053724.2 143.844430 5.623410 15.329 0.040 15.272 0.104 12.540 0.000 9.132 0.000
J093524.46+022642.1 587726033306452235 143.85194 2.44503 19.189 0.039 18.833 0.023 19.978 0.027 1 1.12 0 -99.000 0.34410 4 WiggleZ 13.30 3.73 SF LERG 1 1 -1 J093524.46+022642.1 143.851940 2.445030 15.325 0.038 14.826 0.064 10.937 0.119 8.500 0.000
J093527.16+061116.1 587732578839625943 143.86317 6.18781 17.353 0.009 16.736 0.006 17.856 0.008 1 2.24 0 -99.000 0.12413 5 SDSS 80.10 48.50 NA SF 1 -1 -1 J093527.16+061116.1 143.863170 6.187810 13.104 0.024 12.124 0.022 9.085 0.031 6.657 0.077
J093527.44+073026.1 587734690890711261 143.86434 7.50727 16.715 0.019 16.056 0.007 17.906 0.012 1 3.53 1 3.200 0.21513 5 SDSS 0.47 0.08 NA LERG 1 -1 -1 J093527.44+073026.1 143.864340 7.507270 13.591 0.026 13.324 0.029 12.568 0.502 8.994 0.000
J093532.02+042732.6 588010360144199772 143.88343 4.45908 17.462 0.018 16.900 0.007 18.847 0.017 1 1.76 1 2.700 0.25188 5 SDSS 1.96 0.20 NA LERG 1 -1 -1 J093532.02+042732.6 143.883430 4.459080 14.019 0.027 13.716 0.036 12.369 0.445 9.033 0.000
J093532.35+073128.5 587734690890776810 143.88481 7.52459 17.324 0.016 16.783 0.008 18.400 0.012 1 4.27 1 3.700 0.21798 5 SDSS 49.30 20.30 NA SF 1 -1 -1 J093532.35+073128.5 143.884810 7.524590 12.313 0.023 11.251 0.021 7.796 0.019 5.169 0.033
J093533.71+005614.2 587725076067844321 143.89049 0.93730 16.296 0.009 15.837 0.004 17.272 0.006 1 6.04 1 9.254 0.12209 5 SDSS 1.44 0.33 NA LERG 1 -1 -1 J093533.71+005614.2 143.890490 0.937300 13.340 0.025 13.168 0.029 12.288 0.000 9.008 0.000
J093537.26+070613.1 587734690353840918 143.90528 7.10366 19.844 0.193 18.985 0.047 21.398 0.153 1 2.04 1 4.300 0.35811 3 WiggleZ -0.33 -1.52 Aa LERG 1 1 -1 J093537.26+070613.1 143.905280 7.103660 15.076 0.034 15.014 0.073 12.415 0.000 9.036 0.000
J093538.63-002710.5 588848899360030846 143.91098 -0.45292 20.080 0.045 19.865 0.031 20.127 0.023 1 2.77 1 2.900 0.65792 4 WiggleZ 22.20 39.80 Ae HERG 1 0 -1 J093538.63-002710.5 143.910980 -0.452920 16.095 0.065 14.922 0.078 11.618 0.274 8.487 0.000
J093541.30+011347.4 587726031695904926 143.92208 1.22985 14.915 0.004 14.539 0.003 15.673 0.003 1 5.15 1 3.700 0.04809 5 SDSS 8.21 0.87 NA SF 1 -1 -1 J093541.30+011347.4 143.922080 1.229850 11.996 0.023 11.825 0.022 7.974 0.019 6.067 0.048
J093541.82+030014.2 587728879262040316 143.92428 3.00396 16.447 0.019 15.894 0.004 17.451 0.007 1 15.64 1 40.600 0.15367 5 SDSS 4.14 0.84 NA LERG 1 -1 -1 J093541.82+030014.2 143.924280 3.003960 13.483 0.025 13.275 0.031 12.312 0.370 8.638 0.000
J093543.51+032449.4 587728879798976672 143.93132 3.41373 16.716 0.007 16.065 0.004 17.519 0.007 1 1.34 1 2.800 0.10250 5 SDSS 5.89 0.98 NA LERG 1 -1 -1 J093543.51+032449.4 143.931320 3.413730 13.592 0.026 13.499 0.034 11.941 0.000 8.931 0.000
J093545.49+055628.6 587732702858772803 143.93957 5.94129 18.815 0.050 18.199 0.014 20.526 0.051 1 6.17 1 7.500 0.31469 4 WiggleZ -1.64 -1.25 Aa LERG 1 1 -1 J093545.49+055628.6 143.939570 5.941290 14.770 0.033 14.412 0.050 12.275 0.000 8.990 0.000
J093546.45+010610.9 587726031695905236 143.94356 1.10304 21.025 0.152 20.307 0.059 22.147 0.155 1 0.67 0 -99.000 0.31466 4 WiggleZ 1.92 7.71 SF LERG 1 1 -1 J093546.45+010610.9 143.943560 1.103040 15.969 0.057 15.250 0.097 11.223 0.166 8.744 0.456
